"p_public_id","p_pdt_id","p_sku","p_name","p_slug","p_description","p_short_description","p_main_image","p_main_video","p_product_weight","p_product_dimension","p_stock_quantity","p_allow_back_orders","p_is_track_stock","p_is_featured","p_is_virtual","p_is_downloadable","p_product_visibility","p_total_sales","p_average_rating","p_review_count","p_created_at","p_updated_at","p_deleted_at","p1_id","p1_status_code","p1_name","p1_description","p1_is_active","s_id","s_stock_status_code","s_label","s_description","s_sort_order","c_cat_id","c_name","b_br_id","b_name","p2_price_id","p2_region_code","p2_currency_id","p2_base_price","p2_compare_price","p2_cost_price","p2_sale_price","p2_price_includes_tax","p2_is_active","p3_id","p3_image_url","p3_alt_text","p3_sort_order","p4_id","p4_name","p4_variation_sku","p4_price_modifier","p4_stock_quantity","p4_variation_status","p4_created_at","p4_updated_at","v_id","v_name","v1_id","v1_attribute_name","v1_attribute_value"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"3","/uploads/images/card1_6965841459fb6.png","monet&eacute;l&eacute; gallery image 1",1,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","9","2,525.00","2,525.00"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"3","/uploads/images/card1_6965841459fb6.png","monet&eacute;l&eacute; gallery image 1",1,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","6","2,525.00","2,525.00"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"3","/uploads/images/card1_6965841459fb6.png","monet&eacute;l&eacute; gallery image 1",1,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","8","2,525.00","2,525.00"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"3","/uploads/images/card1_6965841459fb6.png","monet&eacute;l&eacute; gallery image 1",1,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","10","2,525.00","2,525.00"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"3","/uploads/images/card1_6965841459fb6.png","monet&eacute;l&eacute; gallery image 1",1,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","7","2,525.00","2,525.00"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"3","/uploads/images/card1_6965841459fb6.png","monet&eacute;l&eacute; gallery image 1",1,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","1","2525","2525"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"4","/uploads/images/card2_696584145a718.png","monet&eacute;l&eacute; gallery image 2",2,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","9","2,525.00","2,525.00"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"4","/uploads/images/card2_696584145a718.png","monet&eacute;l&eacute; gallery image 2",2,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","6","2,525.00","2,525.00"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"4","/uploads/images/card2_696584145a718.png","monet&eacute;l&eacute; gallery image 2",2,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","8","2,525.00","2,525.00"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"4","/uploads/images/card2_696584145a718.png","monet&eacute;l&eacute; gallery image 2",2,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","10","2,525.00","2,525.00"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"4","/uploads/images/card2_696584145a718.png","monet&eacute;l&eacute; gallery image 2",2,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","7","2,525.00","2,525.00"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"4","/uploads/images/card2_696584145a718.png","monet&eacute;l&eacute; gallery image 2",2,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","1","2525","2525"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"5","/uploads/images/card3_696584145b2fc.png","monet&eacute;l&eacute; gallery image 3",3,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","9","2,525.00","2,525.00"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"5","/uploads/images/card3_696584145b2fc.png","monet&eacute;l&eacute; gallery image 3",3,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","6","2,525.00","2,525.00"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"5","/uploads/images/card3_696584145b2fc.png","monet&eacute;l&eacute; gallery image 3",3,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","8","2,525.00","2,525.00"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"5","/uploads/images/card3_696584145b2fc.png","monet&eacute;l&eacute; gallery image 3",3,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","10","2,525.00","2,525.00"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"5","/uploads/images/card3_696584145b2fc.png","monet&eacute;l&eacute; gallery image 3",3,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","7","2,525.00","2,525.00"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"5","/uploads/images/card3_696584145b2fc.png","monet&eacute;l&eacute; gallery image 3",3,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","1","2525","2525"
"b521a669-fb50-47b8-b91b-d5afa410bd34","1","14141414jkj","monet&eacute;l&eacute;","monet-eacute-l-eacute","","test product creation","/uploads/images/card7_690a5c50880ca.png","","","",1414,1,1,0,0,0,"visible",0,"0.00",0,"2025-11-04 21:04:32","2026-01-12 02:23:21","2026-01-06 19:42:51",1,"draft","Draft","Product is in draft mode, not visible to customers",1,1,"in_stock","in Stock","Product is available for purchase",1,"","","","","19","fr","2","160.0000","","","",0,1,"6","/uploads/images/card4_696584145c25f.png","monet&eacute;l&eacute; gallery image 4",4,"1","oippop","piopo1425","252.00",25,"active","2025-11-04 21:04:32","2025-11-04 21:04:32",3,"material","9","2,525.00","2,525.00"
